user_id,account_id,email,job_title,is_marketing_opted_in,created_at,first_logged_in_at,latest_logged_in_at
e1e6cd80-18c9-41ab-bdef-1863593e373f,ffe675e9-5dbd-4959-bd4c-354eb8a0dc36,genevra.boeck@hotmail.fr,DevOps Engineer,0,2024-06-17 01:43:12,2024-06-26 10:26:12,2025-05-16 10:32:14
683ece6f-329f-4ece-977d-c0c0ca84068e,ffe675e9-5dbd-4959-bd4c-354eb8a0dc36,marlow.mulholland@yahoo.com,Network Engineer,0,2024-06-05 17:01:25,2024-06-11 20:08:56,2025-04-25 01:30:30
15e51e79-d39d-4019-8f3f-1b9fcbe32720,ffe675e9-5dbd-4959-bd4c-354eb8a0dc36,amie.horstead@hotmail.com,Cloud Engineer,0,2024-12-09 17:51:09,2024-12-17 12:37:25,2025-01-12 15:36:28
73075a63-19cd-4aa4-bf42-d9e3ccb3d2de,ffe675e9-5dbd-4959-bd4c-354eb8a0dc36,sancho.derricoat@gmail.com,Technical Support Specialist,0,2024-06-06 03:11:08,2024-06-12 01:09:13,2024-07-04 15:50:58
92df33f0-eb2e-4570-ac5f-febcbde3c047,ffe675e9-5dbd-4959-bd4c-354eb8a0dc36,nerita.jakes@hotmail.com,Graphic Designer,1,2024-01-07 03:45:14,2024-01-08 06:38:14,2024-08-18 09:42:53
5e301462-7988-4283-bed5-e514f3ca9e12,ffe675e9-5dbd-4959-bd4c-354eb8a0dc36,sofia.linay@yahoo.com,Data Scientist,0,2023-06-22 03:42:19,2023-06-24 01:06:42,2023-09-20 13:27:44
43540bb8-5ea1-47be-ab40-bf79619d8d96,ff5abde6-f979-4569-9db5-7d57392ccf83,nessy.smetoun@zonnet.nl,Graphic Designer,1,2024-01-06 07:08:48,2024-01-13 20:25:47,2024-02-29 20:01:43
cb92d2ca-ce0d-4b5d-8b86-94c2796b88f6,ff5abde6-f979-4569-9db5-7d57392ccf83,kristy.humerstone@aol.com,Project Manager,1,2024-05-07 00:54:42,2024-05-13 04:34:12,2024-07-04 17:03:26
e3043168-7ae3-4352-92ed-0a16c2688783,ff5abde6-f979-4569-9db5-7d57392ccf83,laverna.oclovan@gmail.com,UX Designer,0,2023-07-27 11:34:52,2023-08-06 08:51:06,2024-07-08 23:49:20
3bc1dc59-6748-4ad8-a772-864b4655a4fe,ff5abde6-f979-4569-9db5-7d57392ccf83,gianni.sinyard@yahoo.com,Full Stack Developer,0,2024-06-20 05:06:25,2024-06-29 17:52:54,2025-05-24 14:59:28
73296959-c43c-444d-a268-d8c397b8fd90,ff5abde6-f979-4569-9db5-7d57392ccf83,hannie.shearsby@gmail.com,Marketing Specialist,1,2024-09-30 18:28:22,2024-10-02 20:42:40,2025-07-11 22:02:06
b471db98-6e9d-4102-9794-f4dba5096a19,ff5abde6-f979-4569-9db5-7d57392ccf83,carie.gleasane@hotmail.com,Full Stack Developer,1,2024-08-29 08:45:37,2024-09-03 22:05:07,2025-01-17 23:26:23
580b2995-4eb0-4812-9311-e0d276a9b571,fe5d7a8f-0c1d-4494-94ec-2dd727f58218,cass.loachhead@yahoo.com,DevOps Engineer,0,2023-11-27 03:45:04,2023-12-01 06:53:52,2024-01-03 09:49:34
f5f892b5-cad0-4c3d-9277-70563434c3b6,fe5d7a8f-0c1d-4494-94ec-2dd727f58218,anitra.grumbridge@hotmail.fr,Software Engineer,0,2023-07-13 13:08:20,2023-07-14 18:25:21,2023-10-02 10:05:04
41b7a4a3-7ab5-4c6a-a47d-d23b3d443f4f,fe5d7a8f-0c1d-4494-94ec-2dd727f58218,duffie.leeburne@yahoo.com,Data Scientist,0,2024-08-26 14:21:12,2024-09-01 03:36:50,2025-05-16 11:07:45
895c7e95-078e-44a7-80de-07d0a82b3f4d,fe5d7a8f-0c1d-4494-94ec-2dd727f58218,lorant.daymont@virgilio.it,Full Stack Developer,0,2023-08-03 07:21:11,2023-08-10 12:24:56,2023-09-03 17:05:36
6e5372a3-eea6-485b-aeeb-c484262eb425,fe5d7a8f-0c1d-4494-94ec-2dd727f58218,marika.saturley@hotmail.com,Data Scientist,1,2023-09-22 01:16:06,2023-09-29 14:55:39,2024-06-12 11:56:08
20d178bf-ea3c-448b-834c-87b774657b70,fe5d7a8f-0c1d-4494-94ec-2dd727f58218,richie.copeman@aol.com,DevOps Engineer,0,2024-01-01 03:13:27,2024-01-05 03:13:14,2024-08-14 03:37:07
fddb9890-f5d5-44e9-88dc-f236b5e36f41,fdc1e97e-1c8c-49f5-ade8-d3f15f5d4c6c,julie.paulisch@ymail.com,Project Manager,0,2024-04-08 06:51:56,2024-04-09 03:51:15,2024-04-27 23:39:03
5a8af5f4-c5de-43d5-be2b-753a488e6bd9,fdc1e97e-1c8c-49f5-ade8-d3f15f5d4c6c,janeczka.pietruschka@gmail.com,Software Engineer,1,2023-09-14 05:31:17,2023-09-17 20:02:07,2023-10-09 02:06:26
58022d49-4983-4edd-9f75-5fa5b2df7611,fdc1e97e-1c8c-49f5-ade8-d3f15f5d4c6c,hyatt.fretter@gmail.com,Front-End Developer,1,2023-05-24 15:49:00,2023-05-30 05:50:53,2024-02-02 07:58:42
e19dbf3c-2839-4901-923c-6a32c1e17f93,fdc1e97e-1c8c-49f5-ade8-d3f15f5d4c6c,lela.macintosh@yahoo.com,Full Stack Developer,0,2024-07-19 18:07:53,2024-07-28 21:10:10,2024-12-18 21:05:59
02b8c762-3c32-43f6-8ed8-d4bde095039b,fdc1e97e-1c8c-49f5-ade8-d3f15f5d4c6c,wesley.crossan@hotmail.com,Project Manager,0,2024-01-01 21:29:13,2024-01-10 03:48:14,2024-12-25 15:18:30
653abce2-3968-4576-9ba7-03b2172355d4,fdc1e97e-1c8c-49f5-ade8-d3f15f5d4c6c,storm.jenicke@yahoo.com,Back-End Developer,1,2024-11-25 05:28:32,2024-12-03 18:40:09,2025-07-19 02:25:11
42e52033-115f-4143-a205-13baae8a5cad,fd8b262d-0ab7-4160-ba74-2857e1d646ef,claudian.fri@aol.com,Network Engineer,1,2024-02-28 09:36:06,2024-03-07 21:44:11,2024-06-01 15:24:40
9f03933d-70f2-4224-b186-b292d945d4f2,fd8b262d-0ab7-4160-ba74-2857e1d646ef,viv.tincey@hotmail.com,Project Manager,0,2024-10-30 22:30:07,2024-11-09 12:33:45,2025-01-26 20:34:29
e5e66f6b-f6f6-45a8-b412-100fc1583588,fd8b262d-0ab7-4160-ba74-2857e1d646ef,sharon.mckinley@hotmail.fr,Software Engineer,1,2023-07-15 18:21:17,2023-07-21 04:25:13,2024-06-09 10:22:24
ac1704ab-9f35-484e-b7a0-27ef716c772c,fd8b262d-0ab7-4160-ba74-2857e1d646ef,torrey.vowell@yahoo.com,Project Manager,0,2024-07-06 19:50:02,2024-07-09 06:37:00,2025-01-24 16:25:47
5ceebb99-d6cc-49ef-9235-ba4ac89c84d3,fd8b262d-0ab7-4160-ba74-2857e1d646ef,zack.daysh@ymail.com,Full Stack Developer,0,2023-09-02 16:14:27,2023-09-03 08:40:44,2024-06-21 21:37:31
f9bca5e5-290d-452b-9acc-97eff46176fd,fd8b262d-0ab7-4160-ba74-2857e1d646ef,vevay.ohagirtie@gmail.com,Back-End Developer,0,2024-09-02 10:28:35,2024-09-05 01:09:14,2024-12-06 16:30:54
132c5b9b-c425-4859-bceb-8e995eca853e,fc345abf-e605-4085-81de-8461629e3ea2,cristy.eliasson@yahoo.com,Software Engineer,0,2023-03-06 04:38:42,2023-03-12 15:27:32,2023-10-11 17:38:02
9eee318b-85f8-4ad3-92e6-bc4fef0326fe,fc345abf-e605-4085-81de-8461629e3ea2,irwinn.zannini@gmail.com,Software Engineer,0,2024-03-19 06:52:16,2024-03-26 11:05:55,2025-01-19 23:55:42
17e9c941-560d-4516-a8a2-546134f6ed49,fc345abf-e605-4085-81de-8461629e3ea2,pauline.macgillreich@yahoo.com,Project Manager,0,2024-09-15 01:28:45,2024-09-19 06:01:46,2025-09-13 12:56:24
ebfcd37a-0877-459d-9237-fe113e075320,fc345abf-e605-4085-81de-8461629e3ea2,sally.eke@hotmail.com,Back-End Developer,0,2024-07-25 12:44:54,2024-07-28 15:39:43,2024-12-19 15:06:16
2797753c-b9bd-4684-a81f-7d807ef8921a,fc345abf-e605-4085-81de-8461629e3ea2,kerby.robilliard@gmail.com,Graphic Designer,1,2023-11-04 13:39:05,2023-11-11 07:35:35,2024-04-09 23:26:59
b217cfa8-27fe-4ed7-9dfb-95243afd5e86,fc345abf-e605-4085-81de-8461629e3ea2,bud.beekmann@hotmail.com,Technical Support Specialist,0,2023-06-17 19:36:20,2023-06-22 06:15:23,2023-12-08 10:07:02
2286c215-9ede-46f2-86b2-3384cb2d0910,fc33ba33-da8a-4774-a553-63ef036ee915,noella.alebrooke@yahoo.com,Cloud Engineer,1,2024-07-20 06:36:33,2024-07-21 18:34:56,2024-11-11 14:49:18
76f97840-50d4-4ede-a041-e3c814bf875c,fc33ba33-da8a-4774-a553-63ef036ee915,rosalinde.wahlberg@bol.com.br,Marketing Specialist,1,2023-11-20 18:42:32,2023-11-27 16:57:29,2024-05-07 05:05:26
870aa970-6cb1-4cb0-b9b9-c7673a55019a,fc33ba33-da8a-4774-a553-63ef036ee915,archambault.pylkynyton@yahoo.com,Graphic Designer,1,2024-03-16 01:49:05,2024-03-16 18:42:34,2025-03-15 07:35:52
